Type,Address,Listing Price,Selling Price,Year Built,Square Feet,Lot Size(AC),Listing Date,Pending Date,Sold Date,Days on Market
Sold,"1301 S Lee Ave, Lodi, CA 95240",290000,290000,1947,1315,0.1989,6/30/2016,7/15/2016,8/19/2016,15
Sold,"1320 S Lee Ave, Lodi, CA 95240",224500,235000,1947,1185,0.1226,6/30/2016,7/8/2016,8/5/2016,8
Sold,"923 S Pleasant Ave, Lodi, CA 95240-4737",320000,316000,1939,1842,,7/1/2016,7/7/2016,8/9/2016,6
Sold,"27 S California St, Lodi, CA 95240-1907",424950,425000,1908,2218,0.1148,7/6/2016,8/18/2016,10/1/2016,43
Sold,"535 Olive Ct, Lodi, CA 95240-1044",230000,237900,1927,1017,0.1121,7/8/2016,8/3/2016,9/16/2016,26
Sold,"410 N Crescent Ave, Lodi, CA 95240-1604",329900,340000,1960,1638,0.169,7/9/2016,7/11/2016,7/29/2016,2
Sold,"548 Sonora Ave, Lodi, CA 95240-0612",230000,230000,1959,1032,0.1159,7/9/2016,7/29/2016,9/1/2016,20
Sold,"1114 S Pleasant Ave, Lodi, CA 95240-5724",289900,289900,1947,1622,0.229,7/11/2016,7/11/2016,9/2/2016,0
Sold,"1234 S Lee Ave, Lodi, CA 95240-5720",239900,239900,1947,978,0.1295,7/21/2016,7/28/2016,9/2/2016,7
Sold,"1001 S Pleasant Ave, Lodi, CA 95242",265000,265000,1940,1429,0.1354,7/25/2016,8/9/2016,9/23/2016,15
Sold,"845 S Church St, Lodi, CA 95240-4718",284900,285000,1939,1277,0.1736,7/29/2016,8/4/2016,9/9/2016,6
Sold,"436 E Walnut St, Lodi, CA 95240-2930",209000,212250,1925,888,0.0873,7/30/2016,8/1/2016,8/22/2016,2
Sold,"925 N Church Street, Lodi, CA 95240",298500,298500,1895,1712,0.2746,8/3/2016,8/31/2016,9/8/2016,3
Sold,"625 N Pleasant Ave, Lodi, CA 95240-1124",220000,220000,1955,720,0.1154,8/4/2016,8/4/2016,9/9/2016,0
Sold,"328 E Lodi Ave, Lodi, CA 95240-2911",203000,203000,1921,1177,0.1446,8/5/2016,8/5/2016,9/29/2016,0
Sold,"326 maple St, Lodi, CA 95240",198000,198000,1930,1151,0.1458,8/16/2016,8/18/2016,9/23/2016,2
Sold,"1005 S Pleasant Ave, Lodi, CA 95240-4739",220000,220000,1939,1094,0.1343,9/5/2016,9/6/2016,9/7/2016,1
