Type,Address,Listing Price,Selling Price,Year Built,Square Feet,Lot Size(AC),Listing Date,Pending Date,Sold Date,Days on Market
Sold,"608 W Locust St Lodi, CA 95240-1954",199900,140000,1950,1596,0.19,10/20/2008,7/31/2009,8/17/2009,82
Sold,"245 E Tokay St Lodi, CA 95240-4142",79000,79000,1912,1313,0.1,10/19/2008,12/18/2008,3/3/2009,60
Sold,"427 Concord St Lodi, CA 95240-5328",150000,138000,1990,1180,0.09,10/20/2008,6/29/2009,8/12/2009,252
Sold,"907 Mason St Lodi, CA 95242-2343",161500,165000,1960,1272,0.15,11/4/2008,11/20/2008,1/29/2009,16
Sold,"735 Grant Ave Lodi, CA 95240-0909",149900,175000,1953,1136,0.13,10/21/2008,11/4/2008,12/5/2008,14
Sold,"1529 Mariposa Way Lodi, CA 95242-2532",169900,170000,1954,1080,0.14,11/11/2008,12/17/2008,2/6/2009,36
Sold,"828 N Ham Ln Lodi, CA 95242-2316",159900,165000,1983,1666,0.14,11/11/2008,12/24/2008,1/30/2009,43
Sold,"341 Flora St Lodi, CA 95240-4116",49900,46500,1918,996,0.16,11/17/2008,11/17/2008,12/12/2008,0
Sold,"1918 Mariposa Way Lodi, CA 95242-2539",139500,150000,1960,1628,0.14,11/12/2008,9/7/2009,10/8/2009,158
Sold,"738 S Hutchins St Lodi, CA 95240-4642",199900,185000,1951,1538,0.18,11/11/2008,1/2/2009,2/19/2009,33
Sold,"721 Howard St Lodi, CA 95242-2432",182900,190000,1948,1641,0.14,11/12/2008,11/17/2008,12/17/2008,5
Sold,"1585 Barkley Lodi, CA 95240",249000,256000,2004,1735,,11/13/2008,11/17/2008,12/30/2008,4
Sold,"1813 Lake St Lodi, CA 95242-2440",148500,152900,1965,1272,0.11,11/10/2008,11/13/2008,12/15/2008,3
Sold,"315 S Stockton St Lodi, CA 95240-4124",49900,50000,1919,1037,0.14,11/14/2008,11/17/2008,12/10/2008,3
Sold,"621 Huntington Dr Lodi, CA 95242-3558",209900,205000,1984,1511,0.14,10/30/2008,11/21/2008,12/24/2008,22
Sold,"127 S Sunset Dr Lodi, CA 95240-3317",169900,169900,1941,960,0.16,10/31/2008,11/3/2008,12/16/2008,3
Sold,"600 Daisy Ave Lodi, CA 95240-0941",160000,160000,1956,1166,0.13,11/17/2008,11/21/2008,12/30/2008,4
Sold,"406-1/2 Louie Ave Lodi, CA 95240-1052",99900,80000,1954,1088,0.12,11/18/2008,2/27/2009,3/27/2009,88
Sold,"224 Poplar St Lodi, CA 95240-5930",118900,119000,1922,1353,0.13,10/31/2008,11/4/2008,11/26/2008,4
Sold,"415 Howard St Lodi, CA 95242-2506",148000,152000,1965,1233,0.11,12/9/2008,3/16/2010,4/9/2010,459
Sold,"345 E Cypress St Lodi, CA 95240-5910",135000,150000,2000,1408,0.15,11/5/2008,12/24/2008,3/4/2009,49
Sold,"1111 W Lodi Ave Lodi, CA 95240-3313",139900,125000,1956,2321,0.14,11/5/2008,4/8/2009,4/29/2009,154
Sold,"210 S Crescent Ave Lodi, CA 95240-3414",190000,220000,1935,1645,0.14,11/6/2008,11/19/2008,12/31/2008,13
Sold,"508 Ribier Ave Lodi, CA 95240-5621",135000,120000,1950,1664,0.13,11/7/2008,4/15/2009,5/14/2009,159
Sold,"838 S Garfield St Lodi, CA 95240-5409",90500,78750,1948,925,0.15,11/10/2008,11/20/2008,12/29/2008,10
Sold,"529 N Ham Ln Lodi, CA 95242-2418",148000,156000,1958,1156,0.14,11/11/2008,1/1/2009,2/11/2009,50
Sold,"315 S Washington St Lodi, CA 95240-4145",34900,35000,1941,840,0.07,11/22/2008,12/19/2008,12/31/2008,4
Sold,"1436 W Locust St Lodi, CA 95242-2939",230000,230000,1955,1128,0.12,11/22/2008,11/26/2008,12/24/2008,4
Sold,"1321 S Pleasant Ave Lodi, CA 95240-5727",149000,155000,1947,1174,0.12,11/24/2008,12/15/2008,1/30/2009,18
Sold,"317 E Pine St Lodi, CA 95240-2937",59900,55000,1942,1635,0.13,11/30/2008,7/14/2009,8/5/2009,180
Sold,"905 N Church St Lodi, CA 95240-1212",84900,84900,1907,1092,0.1,12/1/2008,2/2/2009,2/6/2009,25
Sold,"830 S Pleasant Ave Lodi, CA 95240",120000,115000,1947,1018,0.16,12/1/2008,4/13/2009,5/29/2009,133
Sold,"117 S Orange Ave Lodi, CA 95240-3327",310000,290000,1940,1441,0.16,12/1/2008,5/8/2009,6/19/2009,147
Sold,"321 Hilborn St Lodi, CA 95240-4139",61900,61900,1915,1445,0.09,12/2/2008,12/10/2008,12/31/2008,8
Sold,"1507 Holly Dr Lodi, CA 95242-2426",189900,195000,1952,2290,0.17,12/3/2008,12/11/2008,3/3/2009,8
Sold,"1007 S Garfield St Lodi, CA 95240-5406",137900,135000,1992,1347,0.09,12/5/2008,12/16/2008,1/28/2009,11
Sold,"1200 S Orange Ave Lodi, CA 95240-5528",205000,201000,1960,1513,0.13,12/5/2008,12/9/2008,1/6/2009,4
Sold,"711 Donner Ct Lodi, CA 95240-0616",134900,118000,1966,1046,0.16,12/8/2008,2/25/2009,6/5/2009,48
Sold,"16 N Garfield St Lodi, CA 95240-2314",47500,47500,1932,672,0.07,12/8/2008,1/24/2009,1/26/2009,25
Sold,"429 Columbia Dr Lodi, CA 95240-0676",159000,160500,1983,1372,0.13,11/18/2008,3/19/2009,5/22/2009,121
Sold,"717 Alicante Dr Lodi, CA 95240-5608",119900,128000,1953,1149,0.13,11/19/2008,11/21/2008,1/8/2009,2
Sold,"1912 Capell Dr Lodi, CA 95242-3104",165000,166500,1961,1104,0.13,11/18/2008,2/11/2009,4/3/2009,85
Sold,"317 S Stockton St Lodi, CA 95240-4124",104500,90000,1927,728,0.14,11/21/2008,4/2/2009,4/17/2009,132
Sold,"233 Maple St Lodi, CA 95240-4842",51900,50000,1920,687,0.06,11/21/2008,1/7/2009,1/30/2009,15
Sold,"753 S Orange Ave Lodi, CA 95240-4637",147000,225000,1963,1504,0.14,12/15/2008,12/19/2008,1/23/2009,4
Sold,"315 S Stockton St Lodi, CA 95240-4124",74900,67500,1919,1037,0.14,12/15/2008,3/11/2009,3/12/2009,86
Sold,"207 1st St Lodi, CA 95240-1143",139900,149000,1922,1626,0.09,12/16/2008,1/14/2009,5/1/2009,16
Sold,"436 E Tokay St Lodi, CA 95240-4227",64900,57000,1948,572,0.12,1/21/2009,2/3/2009,3/18/2009,13
Sold,"210 Daisy Ave Lodi, CA 95240-1106",135900,146000,1951,1561,0.2,12/17/2008,2/23/2009,4/6/2009,30
Sold,"1436 Reiman St Lodi, CA 95242-2470",133900,125000,1947,1003,0.12,12/17/2008,4/8/2009,5/6/2009,112
Sold,"428 Louie Ave Lodi, CA 95240-1052",145000,135000,1946,1053,0.17,12/18/2008,4/7/2009,5/19/2009,110
Sold,"105 N Hutchins St Lodi, CA 95240-1918",325000,300000,1912,2232,0.17,1/15/2009,1/15/2009,2/24/2009,0
Sold,"243 Charles St Lodi, CA 95240-5926",102000,123000,1957,1350,0.13,12/19/2008,1/6/2009,1/27/2009,18
Sold,"322-1/2 E Elm St Lodi, CA 95240-2308",31900,20000,1936,579,0.04,12/19/2008,3/30/2009,4/24/2009,101
Sold,"820 W Tokay St Lodi, CA 95240-3928",164900,170000,1956,1187,0.14,12/29/2008,4/9/2009,5/21/2009,94
Sold,"16-1/2 Louie Ave #B Lodi, CA 95240",45900,40000,1950,589,0.06,12/30/2008,11/9/2009,12/31/2009,198
Sold,"423 W Locust St Lodi, CA 95240",264900,300000,2004,2250,0.2,12/9/2008,12/16/2008,1/16/2009,7
Sold,"608 N California St Lodi, CA 95240-1003",95000,95000,1920,861,0.11,12/11/2008,3/13/2009,4/10/2009,92
Sold,"441 Sonora Ave Lodi, CA 95240-0609",119950,114000,1961,1032,0.12,12/12/2008,3/5/2009,6/26/2009,83
Sold,"716 Donner Ct Lodi, CA 95240-0616",117900,118000,1966,1046,0.14,12/12/2008,2/3/2009,3/13/2009,53
Sold,"648 Daisy Ave Lodi, CA 95240-0941",174900,186000,1958,1465,0.17,12/11/2008,1/15/2009,2/20/2009,25
Sold,"425 Sonora Ave Lodi, CA 95240-0609",133500,115000,1960,1032,0.11,12/12/2008,1/8/2009,2/26/2009,27
Sold,"410 1st St Lodi, CA 95240-1040",90000,90000,1948,1107,0.12,12/12/2008,1/22/2009,2/27/2009,41
Sold,"233 N Fairmont Ave Lodi, CA 95240-1819",156750,150500,1949,1481,0.19,1/8/2009,4/17/2009,4/30/2009,30
Sold,"1035 Downing Dr Lodi, CA 95242-3818",217900,200000,1973,1302,0.11,1/10/2009,3/10/2009,4/23/2009,59
Sold,"311 Cypress St Lodi, CA 95240-5910",69900,60000,1941,890,0.09,1/12/2009,1/23/2009,2/9/2009,11
Sold,"232 Redwood St Lodi, CA 95240-4808",61750,65000,1917,909,0.11,1/13/2009,2/2/2009,4/30/2009,6
Sold,"400 Murray St Lodi, CA 95240-0637",86900,83000,1961,936,0.21,1/13/2009,2/18/2009,2/27/2009,30
Sold,"512 Lincoln Ave Lodi, CA 95240-1025",168000,170000,1959,1081,0.13,1/14/2009,3/4/2009,4/17/2009,49
Sold,"322-1/2 E Walnut St Lodi, CA 95240-2928",39900,35000,1938,1396,0.06,1/15/2009,2/10/2009,2/26/2009,12
Sold,"717 Rimby Ave Lodi, CA 95240-6015",149900,156000,1954,1285,0.18,12/22/2008,1/29/2009,3/12/2009,25
Sold,"333 E Tokay St Lodi, CA 95240-4148",162000,150000,1925,1600,0.19,12/30/2008,1/15/2009,2/13/2009,16
Sold,"305-1/2 Hilborn St Lodi, CA 95240-4139",31200,29000,1946,327,0.05,12/31/2008,1/16/2009,3/6/2009,16
Sold,"416 Forrest Ave Lodi, CA 95240-1020",74900,65000,1912,1144,0.23,12/31/2008,1/13/2009,2/6/2009,13
Sold,"246 E Vine St Lodi, CA 95240-4858",119000,103000,1922,1429,0.25,1/21/2009,4/20/2009,6/4/2009,55
Sold,"332 Harold St Lodi, CA 95240-4830",51900,53000,1923,1195,0.15,1/5/2009,1/6/2009,1/23/2009,1
Sold,"741 S Crescent Ave Lodi, CA 95240-4630",189900,212500,1959,1869,0.16,2/12/2009,2/18/2009,4/8/2009,6
Sold,"624 Park St Lodi, CA 95240-5219",119900,125500,1954,1023,,1/5/2009,4/20/2009,6/22/2009,60
Sold,"706 S Church St Lodi, CA 95240-4727",129900,129000,1948,1190,0.16,1/7/2009,1/7/2009,2/4/2009,0
Sold,"701 Ribier Ave Lodi, CA 95240-5624",144900,150000,1954,1086,0.14,1/30/2009,2/2/2009,3/6/2009,3
Sold,"416 Eden St Lodi, CA 95240-4206",74900,75000,1920,1016,0.17,2/2/2009,2/4/2009,2/17/2009,2
Sold,"218 N Washington St Lodi, CA 95240-2355",54900,62000,1924,802,0.17,2/18/2009,2/25/2009,3/17/2009,7
Sold,"300 Maple St Lodi, CA 95240-4845",65000,60000,1950,1032,0.17,2/18/2009,2/20/2009,3/18/2009,2
Sold,"406 E Locust St Lodi, CA 95240-2322",76000,67000,1907,1474,0.1,2/4/2009,3/30/2009,4/22/2009,54
Sold,"229 Redwood St Lodi, CA 95240-4807",60000,55000,1936,1124,0.08,2/4/2009,9/14/2009,10/6/2009,194
Sold,"805 S Washington St Lodi, CA 95240-4821",85000,90000,1945,1420,0.15,2/4/2009,4/1/2009,6/19/2009,56
Sold,"603 Huntington Dr Lodi, CA 95242-3557",180500,175000,1984,1511,0.14,2/3/2009,2/23/2009,4/6/2009,20
Sold,"311 S Sunset Dr Lodi, CA 95240-3805",129900,129900,1940,1040,0.13,2/3/2009,2/16/2009,3/25/2009,13
Sold,"305 POPLAR St Lodi, CA 95240",59900,60000,1919,902,0.14,1/16/2009,2/24/2009,3/24/2009,39
Sold,"437 Concord St Lodi, CA 95240-5328",108000,150000,1990,1180,0.09,2/6/2009,2/9/2009,5/4/2009,2
Sold,"811 S California St Lodi, CA 95240-4622",200000,200000,1961,1345,0.13,1/16/2009,1/26/2009,4/3/2009,10
Sold,"570 Sonora Ave Lodi, CA 95240-0612",114900,115000,1958,1032,0.11,1/19/2009,2/9/2009,3/13/2009,21
Sold,"613 S Central Ave Lodi, CA 95240-4107",95000,75000,1925,906,0.16,1/21/2009,1/25/2009,5/15/2009,4
Sold,"341-1/2 E Walnut St Lodi, CA 95240-2927",75000,75000,1939,708,0.05,2/6/2009,3/24/2009,4/16/2009,46
Sold,"524 Sturla St Lodi, CA 95240-3915",159000,159000,1961,1251,0.12,2/9/2009,2/10/2009,3/20/2009,1
Sold,"1501 Mariposa Way Lodi, CA 95242-2532",188000,190000,1954,1045,0.14,2/10/2009,3/30/2009,6/1/2009,48
Sold,"1700 Corbin Ln Lodi, CA 95242-3413",247000,220000,1962,1572,0.18,1/22/2009,3/20/2009,4/17/2009,35
Sold,"741 Golden Ave Lodi, CA 95240-0621",134900,137000,1963,1166,0.13,1/28/2009,2/9/2009,4/3/2009,12
Sold,"315 Mission St Lodi, CA 95240-5319",179900,180000,1950,1400,0.16,1/28/2009,2/3/2009,4/2/2009,6
Sold,"116 Sierra Vista Pl Lodi, CA 95240",154000,160000,1949,1750,0.22,1/29/2009,2/10/2009,4/20/2009,12
Sold,"931 S Hutchins St Lodi, CA 95240-5242",129900,127900,1957,1452,0.15,1/29/2009,2/5/2009,4/24/2009,7
Sold,"406 Murray St Lodi, CA 95240-0637",94500,94500,1961,1032,0.16,1/30/2009,2/13/2009,4/4/2009,14
Sold,"413 Poplar St Lodi, CA 95240-5919",49900,54000,1940,1232,0.11,2/17/2009,11/13/2009,12/21/2009,179
Sold,"932 Wellswood Ave Lodi, CA 95240-5312",119900,125000,1972,1440,0.18,2/20/2009,2/27/2009,5/7/2009,7
Sold,"1812 Capell Dr Lodi, CA 95242-3101",134900,157500,1962,1188,0.16,2/24/2009,4/24/2009,6/4/2009,59
Sold,"900 Downing Dr Lodi, CA 95242-3815",174900,194000,1970,1479,0.17,2/25/2009,6/10/2009,6/10/2009,105
Sold,"236 Flora St Lodi, CA 95240-4115",49000,58000,1922,810,0.08,3/3/2009,3/5/2009,5/4/2009,2
Sold,"221 Flora St Lodi, CA 95240-4114",49000,50000,1921,756,0.11,3/3/2009,3/10/2009,4/10/2009,7
Sold,"602 N Church St Lodi, CA 95240-1208",84000,75000,1917,1334,0.17,3/4/2009,9/5/2009,9/29/2009,41
Sold,"300 Westwood Ave Lodi, CA 95242-2451",130000,140000,1954,1040,0.11,3/31/2009,6/22/2009,9/9/2009,79
Sold,"17 S Washington St Lodi, CA 95240-2939",129900,118500,1921,1837,0.11,3/5/2009,3/20/2009,3/31/2009,15
Sold,"445 Pioneer Dr Lodi, CA 95240-0623",79900,87000,1955,1019,0.15,3/5/2009,3/10/2009,4/14/2009,5
Sold,"615 W Oak St Lodi, CA 95240-3431",299000,285000,1937,1876,0.11,3/9/2009,5/15/2009,6/12/2009,67
Sold,"613 S Washington St Lodi, CA 95240-4137",67600,65000,1953,1043,0.08,3/10/2009,3/23/2009,5/19/2009,13
Sold,"420 Westwood Ave Lodi, CA 95242-2453",135500,145000,1955,983,0.14,6/10/2009,7/7/2009,7/31/2009,21
Sold,"437 Flora St Lodi, CA 95240-4209",69900,72000,1912,936,0.1,2/10/2009,3/2/2009,5/29/2009,20
Sold,"315 Westwood Ave Lodi, CA 95242-2452",124950,117000,1955,808,0.14,2/17/2009,4/22/2009,5/8/2009,64
Sold,"1438 Vista Dr Lodi, CA 95242",199000,199000,1966,1288,0.14,2/17/2009,7/14/2009,8/5/2009,147
Sold,"327 Louie Ave Lodi, CA 95240-1122",99900,78850,1944,832,0.14,2/17/2009,3/27/2009,4/27/2009,38
Sold,"217 N Central Ave Lodi, CA 95240-2305",30000,42100,1920,948,0.14,3/16/2009,3/26/2009,5/11/2009,9
Sold,"316-1/2 Hilborn St Lodi, CA 95240-4140",64900,64900,2001,972,0.04,3/18/2009,4/2/2009,4/21/2009,15
Sold,"339 Louie Ave Lodi, CA 95240-1122",99900,98000,1939,1156,0.16,3/18/2009,3/21/2009,4/10/2009,3
Sold,"720 James St Lodi, CA 95242-2207",112500,117500,1954,1028,0.17,3/18/2009,4/20/2009,6/16/2009,33
Sold,"418 Gerard Dr Lodi, CA 95242-2472",219000,214000,1959,1405,0.15,3/20/2009,3/23/2009,5/7/2009,3
Sold,"1807 W Locust St Lodi, CA 95242-2521",184500,185000,1960,1608,0.14,3/30/2009,4/1/2009,4/24/2009,2
Sold,"1919 W Locust St Lodi, CA 95242-2523",179800,180000,1960,1120,0.13,9/2/2009,10/16/2009,11/17/2009,44
Sold,"527 Howard St Lodi, CA 95242-2508",136000,135000,1955,999,0.15,5/19/2009,9/9/2009,10/14/2009,113
Sold,"1100 S Mills Ave Lodi, CA 95242",210000,221000,1974,1536,0.15,5/19/2009,2/8/2010,2/26/2010,255
Sold,"661 Roper Ave Lodi, CA 95240-0923",189900,180000,1958,1378,0.13,3/7/2009,3/16/2009,4/21/2009,9
Sold,"1127 S Crescent Lodi, CA 95240",215000,200000,1959,1530,0.15,3/7/2009,6/16/2009,7/24/2009,101
Sold,"424 E Railroad Ave Lodi, CA 95240-2336",52000,49000,1907,944,0.07,3/10/2009,5/15/2009,5/20/2009,66
Sold,"1004 S Lee Ave Lodi, CA 95240-5245",174900,142000,1946,1262,0.13,3/10/2009,5/15/2009,6/25/2009,66
Sold,"1514 Cardinal St Lodi, CA 95242-3809",169900,168000,1965,1585,0.16,3/11/2009,3/20/2009,4/20/2009,9
Sold,"409 Matthew Lodi, CA 95240-1116",119900,119000,1960,1081,0.12,3/12/2009,6/10/2009,6/24/2009,90
Sold,"1811 Normandy Ln Lodi, CA 95242-3449",315000,288000,1962,1782,0.2,3/13/2009,3/21/2009,5/1/2009,8
Sold,"830 Ehrhardt Dr Lodi, CA 95240-4621",215000,213000,1956,1281,0.14,3/14/2009,4/7/2009,5/15/2009,24
Sold,"513 Calaveras St Lodi, CA 95240-0613",109900,105000,1961,1032,0.11,3/15/2009,4/2/2009,6/5/2009,18
Sold,"405 Forrest Ave Lodi, CA 95240-1019",119900,126000,1936,1153,0.13,3/16/2009,3/18/2009,5/15/2009,2
Sold,"422 N Loma Dr Lodi, CA 95242",219950,213525,,1410,0.103,8/17/2009,4/19/2010,5/21/2010,245
Sold,"424 N Loma Dr Lodi, CA 95242",219950,213525,,1410,0.103,8/17/2009,7/23/2010,8/30/2010,297
Sold,"1549 Bird Ln Lodi, CA 95242-3914",350000,340000,2003,2070,0.11,2/4/2010,5/11/2010,8/20/2010,96
Sold,"426 N Loma Dr Lodi, CA 95242",209950,209950,,1299,0.103,8/17/2009,4/27/2010,5/28/2010,253
Sold,"1611 Magic Ln Lodi, CA 95242-3913",324900,322000,2003,2437,0.12,8/23/2009,11/5/2009,12/24/2009,74
Sold,"1121 S Mills Ave Lodi, CA 95242-3835",209900,218000,1972,1756,0.17,9/4/2009,9/23/2009,10/16/2009,19
Sold,"72 S Corinth Ave Lodi, CA 95242-3108",170000,175000,1956,1112,0.15,9/11/2009,1/26/2010,3/18/2010,137
Sold,"1606 Mariposa Way Lodi, CA 95242-2533",144900,175000,1954,1080,0.14,4/2/2009,4/17/2009,5/22/2009,15
Sold,"200 S Corinth Ave Lodi, CA 95242-3052",145000,150500,1952,982,0.18,9/14/2009,2/5/2010,2/22/2010,144
Sold,"1806 Santa Ynez Dr Lodi, CA 95242-3155",159500,159500,1962,1152,0.14,9/18/2009,9/22/2009,10/23/2009,4
Sold,"932 S Mills Ave Lodi, CA 95242-3831",315000,299000,1973,1834,0.19,5/30/2009,6/7/2009,7/17/2009,8
Sold,"1026 Downing Dr Lodi, CA 95242-3817",199900,200000,1973,1048,0.13,9/19/2009,9/25/2009,10/21/2009,6
Sold,"900 N Loma Dr Lodi, CA 95242-2217",147000,105500,1945,1010,0.19,2/1/2009,8/24/2009,8/31/2009,204
Sold,"1008 S Mills Ave Lodi, CA 95242-3873",252500,252500,1972,2034,0.14,10/1/2009,11/18/2009,12/31/2009,48
Sold,"1600 W Lockeford St Lodi, CA 95242-2550",204900,206000,1954,1205,0.16,10/10/2009,10/18/2009,11/20/2009,8
Sold,"1728 W Vine St Lodi, CA 95242-3866",215000,210000,1972,1913,0.17,7/18/2009,9/2/2009,9/14/2009,21
Sold,"1730 W Pine St Lodi, CA 95242-3145",149900,140000,1964,1068,0.13,7/18/2009,7/31/2009,8/17/2009,13
Sold,"1701 Tienda Dr Lodi, CA 95242",325000,305000,2006,1796,0.12,8/7/2009,8/12/2009,8/21/2009,5
Sold,"1700 Mariposa Way Lodi, CA 95242-2535",127710,121300,1954,1096,0.13,8/7/2009,8/17/2009,10/21/2009,10
Sold,"1123 Dover Dr Lodi, CA 95242-3814",199000,196000,1974,1352,0.11,1/28/2010,3/26/2010,5/3/2010,57
Sold,"1700 Mariposa Way Lodi, CA 95242-2535",190000,192000,1954,1096,0.13,2/5/2010,2/12/2010,4/2/2010,7
Sold,"1027 Downing Dr Lodi, CA 95242-3818",210000,200000,1973,1432,0.11,5/19/2010,6/30/2010,8/31/2010,42
Sold,"1712 W Pine St Lodi, CA 95242-3145",159900,170000,1961,1200,0.12,2/6/2010,6/30/2010,6/30/2010,139
Sold,"589 Westwood Ave Lodi, CA 95242-2456",176000,179000,1955,1023,0.14,2/12/2010,4/3/2010,5/7/2010,4
Sold,"320 Kensington Way Lodi, CA 95242-3418",239900,239900,1962,1575,0.26,5/28/2010,6/9/2010,7/16/2010,12
Sold,"1617 Kent Dr Lodi, CA 95242-3828",199900,201700,1974,1331,0.13,2/19/2010,2/22/2010,3/5/2010,3
Sold,"1918 W Locust St Lodi, CA 95242-2522",209900,205000,1960,1340,0.13,2/19/2010,3/14/2010,4/2/2010,23
Sold,"1912 W Locust St Lodi, CA 95242-2522",199000,207000,1960,1794,0.13,2/20/2010,3/22/2010,5/7/2010,30
Sold,"900 N Loma Dr Lodi, CA 95242-2217",147000,147000,1945,1010,0.19,1/26/2009,8/7/2009,8/31/2009,193
Sold,"508 Westwood Ave Lodi, CA 95242-2455",115990,118500,1955,983,0.14,3/6/2010,3/10/2010,5/28/2010,4
Sold,"906 Virginia Ave Lodi, CA 95242-3582",259900,233000,1970,2338,0.16,3/5/2010,4/28/2010,8/20/2010,23
Sold,"1025 Stafford St Lodi, CA 95242-3851",250000,220000,1972,1566,0.14,9/23/2009,12/23/2009,1/29/2010,91
Sold,"1208 Millsbridge Pl Lodi, CA 95242-3906",319900,311000,2001,1930,0.12,11/11/2009,2/5/2010,2/26/2010,86
Sold,"411 Virginia Ave Lodi, CA 95242-3443",199000,202000,1963,1428,0.2,11/27/2009,1/11/2010,2/5/2010,45
Sold,"1031 Downing Dr Lodi, CA 95242-3818",169000,164000,1973,1048,0.11,12/9/2009,12/28/2009,1/6/2010,19
Sold,"1721 Corbin Ct Lodi, CA 95242-3410",230000,225500,1966,1559,0.2,1/4/2010,8/31/2010,10/13/2010,147
Sold,"729 S Mills Ave Lodi, CA 95242-3563",229900,229900,1968,1972,0.17,1/5/2010,4/8/2010,5/25/2010,93
Sold,"708 James St Lodi, CA 95242-2207",169950,169950,1967,1232,0.11,1/22/2010,1/30/2010,2/26/2010,6
Sold,"933 S Mills Ave Lodi, CA 95242-3832",189950,180000,1972,1510,0.17,5/1/2010,10/3/2010,10/11/2010,155
Sold,"1607 W Locust St Lodi, CA 95242-2944",125000,125000,1955,1160,0.14,5/1/2010,6/7/2011,7/14/2011,360
Sold,"904 Downing Dr Lodi, CA 95242-3815",140000,140000,1973,1048,0.14,5/26/2010,11/4/2010,12/22/2010,162
Sold,"1105 Dover Dr Lodi, CA 95242-3814",164900,162000,1973,1236,0.11,6/2/2010,8/23/2010,9/27/2010,82
Sold,"1619 Mariposa Way Lodi, CA 95242-2534",130000,135000,1954,1064,0.16,6/7/2010,9/22/2011,11/2/2011,471
Sold,"1913 Holly Dr Lodi, CA 95242-2206",129900,130000,1953,1523,0.13,6/14/2010,6/14/2010,7/28/2010,0
Sold,"601 S Mills Ave Lodi, CA 95242-3431",279950,270000,1967,1879,0.21,6/17/2010,7/12/2010,8/24/2010,25
Sold,"728 James St Lodi, CA 95242-2207",125000,125000,1950,1140,0.17,6/30/2010,12/1/2010,12/2/2010,154
Sold,"735 James St Lodi, CA 95242-2208",129500,134000,1951,1140,0.17,11/5/2010,11/19/2010,12/30/2010,14
Sold,"1340 Pippen Ln Lodi, CA 95242-3920",199000,199000,2003,1481,0.09,7/1/2010,7/21/2010,9/24/2010,20
Sold,"1819 Lake St Lodi, CA 95242-2440",175000,165000,1965,1390,0.11,3/8/2010,5/12/2010,6/18/2010,65
Sold,"1112 Lakehome Dr Lodi, CA 95242-2336",198000,190000,1962,1322,0.15,7/5/2010,7/14/2010,10/7/2010,9
Sold,"1706 Tienda Dr Lodi, CA 95242-3936",299000,299000,2006,2638,0.11,3/16/2010,7/2/2011,7/15/2011,198
Sold,"1801 W Walnut St Lodi, CA 95242-3159",150000,146000,1961,1013,0.13,3/17/2010,4/7/2010,4/14/2010,21
Sold,"310 N Mills Ave Lodi, CA 95242-2542",149900,140000,1961,1324,0.11,3/23/2010,5/5/2010,5/18/2010,43
Sold,"1106 Stafford St Lodi, CA 95242-3852",259900,270000,1972,1685,0.16,4/9/2010,4/14/2010,5/28/2010,5
Sold,"1620 Bird Ln Lodi, CA 95242-3915",289000,237500,2005,1839,0.12,4/16/2010,5/12/2010,5/28/2010,26
Sold,"1806 Royal Crest Dr Lodi, CA 95242-3846",158100,158100,1974,1341,0.17,1/21/2011,1/26/2011,3/15/2011,5
Sold,"1812 Mariposa Way Lodi, CA 95242-2537",121900,119000,1967,1174,0.12,4/30/2010,1/11/2011,2/3/2011,225
Sold,"1513 W Locust St Lodi, CA 95242-2942",139900,144000,1955,1080,0.14,7/9/2010,7/14/2010,8/10/2010,5
Sold,"717 Westwood Ave Lodi, CA 95242-2460",145000,145000,1951,1347,0.17,5/1/2010,2/3/2011,2/25/2011,259
Sold,"1913 Holly Dr Lodi, CA 95242-2206",160000,160000,1953,1523,0.13,8/27/2010,12/1/2010,12/30/2010,75
Sold,"521 Kensington Way Lodi, CA 95242-3423",229000,217000,1964,1653,0.19,9/1/2010,11/19/2010,12/16/2010,79
Sold,"131 S Corinth Ave Lodi, CA 95242-3051",115000,108000,1955,1717,0.19,9/4/2010,7/29/2011,9/8/2011,328
Sold,"1760 Lake St, Lodi, CA 95242-2437",119000,120500,1982,1906,0.07,10/1/2010,3/4/2011,4/4/2011,154
Sold,"844 Virginia Ave Lodi, CA 95242-3581",277900,189000,1972,3051,0.15,10/8/2010,4/8/2011,4/29/2011,181
Sold,"414 Westwood Ave Lodi, CA 95242-2453",114900,114900,1955,808,0.14,10/15/2010,11/12/2010,12/28/2010,28
Sold,"745 Howard St Lodi, CA 95242-2432",92500,83000,1948,984,0.2,11/15/2010,11/19/2010,12/22/2010,4
Sold,"1624 W Lockeford St Lodi, CA 95242-2550",105950,100500,1961,1120,0.13,6/18/2010,4/11/2011,5/25/2011,297
Sold,"1910 Corbin Ln Lodi, CA 95242-3416",258000,265000,1966,1931,0.22,11/5/2010,2/4/2011,3/18/2011,91
Sold,"1816 Tienda Dr Lodi, CA 95242-3926",679000,650000,2003,4107,0.44,11/12/2010,1/27/2011,2/15/2011,76
Sold,"1335 Pippen Ln Lodi, CA 95242-3920",185000,181000,2003,1675,0.08,11/16/2010,7/15/2011,8/4/2011,241
Sold,"1324 Lakeshore Dr Lodi, CA 95242-3924",169900,165000,2003,1037,0.09,11/22/2010,1/14/2011,2/14/2011,53
Sold,"1127 S Mills Ave Lodi, CA 95242-3835",129900,127000,1972,1430,0.17,12/10/2010,4/7/2011,4/22/2011,111
